collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-09-04-US-SF-2,Mi8,1283277610000,37.6265336083,-122.4256699967,72.45,196.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277611000,37.6265336083,-122.4256699967,72.45,197.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277612000,37.6265336083,-122.4256699967,72.45,198.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277613000,37.6265336083,-122.4256699967,72.45,199.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277614000,37.6265336083,-122.4256699967,72.45,200.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277615000,37.6265336083,-122.4256699967,72.45,201.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277616000,37.6265336083,-122.4256699967,72.45,202.00,1.20,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277617000,37.6265336083,-122.4256699967,72.45,203.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277618000,37.6265336083,-122.4256699967,72.45,204.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277619000,37.6265336083,-122.4256699967,72.45,205.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277620000,37.6265336083,-122.4256699983,72.45,206.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277621000,37.6265336167,-122.4256699700,72.45,207.00,1.00,0.00,0.05,83.60
2020-09-04-US-SF-2,Mi8,1283277622000,37.6265336467,-122.4256696433,72.45,208.00,1.00,0.00,0.05,83.60
2020-09-04-US-SF-2,Mi8,1283277623000,37.6265336483,-122.4256697033,72.45,209.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277624000,37.6265336567,-122.4256697117,72.45,210.00,1.00,0.00,0.00,83.60
2020-09-04-US-SF-2,Mi8,1283277625000,37.6265336750,-122.4256696650,72.46,211.00,1.00,0.00,0.10,83.60
2020-09-04-US-SF-2,Mi8,1283277626000,37.6265343800,-122.4256621733,72.45,212.00,1.00,0.00,1.39,83.50
2020-09-04-US-SF-2,Mi8,1283277627000,37.6265373667,-122.4256326817,72.40,213.00,1.20,0.00,3.86,82.90
2020-09-04-US-SF-2,Mi8,1283277628000,37.6265436017,-122.4255763167,72.31,214.00,1.20,0.00,5.81,81.70
2020-09-04-US-SF-2,Mi8,1283277629000,37.6265532083,-122.4255038100,72.17,215.00,1.20,0.00,7.25,80.80
2020-09-04-US-SF-2,Mi8,1283277630000,37.6265628900,-122.4254193483,71.93,216.00,1.30,0.00,7.72,82.30
2020-09-04-US-SF-2,Mi8,1283277631000,37.6265714283,-122.4253311383,71.74,217.00,1.60,0.00,7.97,82.60
2020-09-04-US-SF-2,Mi8,1283277632000,37.6265856700,-122.4252425217,71.47,218.00,1.50,0.00,7.92,77.20
2020-09-04-US-SF-2,Mi8,1283277633000,37.6266036883,-122.4251590550,71.21,219.00,1.60,0.00,7.15,73.80
2020-09-04-US-SF-2,Mi8,1283277634000,37.6266219600,-122.4250878600,70.92,220.00,2.40,0.00,6.12,71.60
2020-09-04-US-SF-2,Mi8,1283277635000,37.6266396167,-122.4250276933,70.75,221.00,3.00,0.00,5.09,69.80
2020-09-04-US-SF-2,Mi8,1283277636000,37.6266517783,-122.4249830850,70.61,222.00,3.40,0.00,3.14,72.00
2020-09-04-US-SF-2,Mi8,1283277637000,37.6266565333,-122.4249611917,70.54,223.00,23.80,0.00,1.03,74.00
2020-09-04-US-SF-2,Mi8,1283277638000,37.6266569300,-122.4249590833,70.54,224.00,3.70,0.00,0.00,74.30
2020-09-04-US-SF-2,Mi8,1283277639000,37.6266569617,-122.4249591500,70.54,225.00,23.80,0.00,0.00,74.30
2020-09-04-US-SF-2,Mi8,1283277640000,37.6266569700,-122.4249592117,70.54,226.00,3.70,0.00,0.00,74.30
2020-09-04-US-SF-2,Mi8,1283277641000,37.6266569700,-122.4249592333,70.55,227.00,2.50,0.00,0.00,74.30
2020-09-04-US-SF-2,Mi8,1283277642000,37.6266569717,-122.4249592333,70.54,228.00,2.50,0.00,0.00,74.30
2020-09-04-US-SF-2,Mi8,1283277643000,37.6266572067,-122.4249573500,70.54,229.00,1.60,0.00,0.46,74.60
2020-09-04-US-SF-2,Mi8,1283277644000,37.6266577083,-122.4249526900,70.53,230.00,1.60,0.00,0.57,76.00
2020-09-04-US-SF-2,Mi8,1283277645000,37.6266576917,-122.4249459033,70.52,231.00,1.90,0.00,0.77,79.60
2020-09-04-US-SF-2,Mi8,1283277646000,37.6266559233,-122.4249356200,70.51,232.00,1.90,0.00,1.18,87.60
2020-09-04-US-SF-2,Mi8,1283277647000,37.6266515500,-122.4249211800,70.51,233.00,3.80,0.00,1.59,98.70
2020-09-04-US-SF-2,Mi8,1283277648000,37.6266397833,-122.4249004567,70.52,234.00,3.80,0.00,2.98,117.00
2020-09-04-US-SF-2,Mi8,1283277649000,37.6266144033,-122.4248747767,70.53,235.00,3.20,0.00,4.37,137.90
2020-09-04-US-SF-2,Mi8,1283277650000,37.6265760833,-122.4248453733,70.58,236.00,3.20,0.00,5.71,148.20
2020-09-04-US-SF-2,Mi8,1283277651000,37.6265270050,-122.4248072550,70.65,237.00,6.10,0.00,7.25,147.60
2020-09-04-US-SF-2,Mi8,1283277652000,37.6264671500,-122.4247550400,70.73,238.00,13.80,0.00,8.64,144.80
2020-09-04-US-SF-2,Mi8,1283277653000,37.6264021083,-122.4246984383,70.82,239.00,13.80,0.00,8.75,146.00
2020-09-04-US-SF-2,Mi8,1283277654000,37.6263383283,-122.4246487433,70.92,240.00,0.00,0.00,7.67,148.90
2020-09-04-US-SF-2,Mi8,1283277655000,37.6262865233,-122.4246117000,70.99,241.00,343.70,0.00,5.50,150.70
2020-09-04-US-SF-2,Mi8,1283277656000,37.6262524400,-122.4245889017,71.04,242.00,7.60,0.00,3.09,151.90
2020-09-04-US-SF-2,Mi8,1283277657000,37.6262333200,-122.4245765117,71.08,243.00,7.50,0.00,1.85,152.30
2020-09-04-US-SF-2,Mi8,1283277658000,37.6262238283,-122.4245704150,71.10,244.00,9.80,0.00,0.51,152.50
2020-09-04-US-SF-2,Mi8,1283277659000,37.6262224633,-122.4245695533,71.11,245.00,57.00,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277660000,37.6262224617,-122.4245695317,71.11,246.00,57.10,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277661000,37.6262224867,-122.4245694733,71.11,247.00,1.80,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277662000,37.6262225083,-122.4245694267,71.11,248.00,2.10,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277663000,37.6262225000,-122.4245693733,71.11,249.00,1.50,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277664000,37.6262224967,-122.4245693817,71.11,250.00,1.50,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277665000,37.6262224933,-122.4245693950,71.11,251.00,1.40,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277666000,37.6262224917,-122.4245694083,71.11,252.00,1.40,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277667000,37.6262224933,-122.4245694200,71.11,253.00,1.30,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277668000,37.6262224967,-122.4245694300,71.11,254.00,1.40,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277669000,37.6262225150,-122.4245694133,71.11,255.00,1.20,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277670000,37.6262225500,-122.4245693683,71.12,256.00,1.40,0.00,0.00,152.50
2020-09-04-US-SF-2,Mi8,1283277671000,37.6262218067,-122.4245688050,71.12,257.00,1.40,0.00,0.51,152.60
2020-09-04-US-SF-2,Mi8,1283277672000,37.6262046283,-122.4245585850,71.16,258.00,1.60,0.00,3.70,154.00
2020-09-04-US-SF-2,Mi8,1283277673000,37.6261660667,-122.4245367850,71.18,259.00,655.30,0.00,5.35,156.00
2020-09-04-US-SF-2,Mi8,1283277674000,37.6261210233,-122.4245116733,71.24,260.00,0.00,0.00,5.40,155.80
2020-09-04-US-SF-2,Mi8,1283277675000,37.6260783333,-122.4244855583,71.32,261.00,0.00,0.00,5.09,154.00
2020-09-04-US-SF-2,Mi8,1283277676000,37.6260394267,-122.4244581833,71.43,262.00,0.00,0.00,5.04,150.30
2020-09-04-US-SF-2,Mi8,1283277677000,37.6259957133,-122.4244167017,71.59,263.00,47.80,0.00,6.84,140.80
2020-09-04-US-SF-2,Mi8,1283277678000,37.6259562650,-122.4243512283,71.66,264.00,0.00,0.00,7.41,122.50
2020-09-04-US-SF-2,Mi8,1283277679000,37.6259363817,-122.4242675550,71.47,265.00,1.00,0.00,8.08,101.00
2020-09-04-US-SF-2,Mi8,1283277680000,37.6259385800,-122.4241661083,71.06,266.00,1.10,0.00,9.67,83.60
2020-09-04-US-SF-2,Mi8,1283277681000,37.6259636350,-122.4240506683,70.26,267.00,1.00,0.00,11.37,70.90
2020-09-04-US-SF-2,Mi8,1283277682000,37.6260072917,-122.4239240300,69.25,268.00,1.00,0.00,12.60,65.00
2020-09-04-US-SF-2,Mi8,1283277683000,37.6260544850,-122.4237966050,68.26,269.00,1.10,0.00,11.94,65.50
2020-09-04-US-SF-2,Mi8,1283277684000,37.6260945683,-122.4236799567,67.39,270.00,1.20,0.00,10.44,66.60
2020-09-04-US-SF-2,Mi8,1283277685000,37.6261283400,-122.4235804933,66.65,271.00,1.20,0.00,8.49,66.40
2020-09-04-US-SF-2,Mi8,1283277686000,37.6261552317,-122.4235033833,66.09,272.00,1.20,0.00,6.28,65.50
2020-09-04-US-SF-2,Mi8,1283277687000,37.6261730733,-122.4234530967,65.80,273.00,1.20,0.00,3.40,65.60
2020-09-04-US-SF-2,Mi8,1283277688000,37.6261802183,-122.4234329800,65.70,274.00,1.40,0.00,0.72,65.60
2020-09-04-US-SF-2,Mi8,1283277689000,37.6261805650,-122.4234319383,65.71,275.00,1.40,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277690000,37.6261805317,-122.4234320233,65.71,276.00,1.40,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277691000,37.6261805250,-122.4234320450,65.71,277.00,1.20,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277692000,37.6261805233,-122.4234320450,65.71,278.00,1.20,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277693000,37.6261805233,-122.4234320450,65.71,279.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277694000,37.6261805300,-122.4234320400,65.71,280.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277695000,37.6261805300,-122.4234320400,65.71,281.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277696000,37.6261805300,-122.4234320400,65.71,282.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277697000,37.6261805300,-122.4234320400,65.71,283.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277698000,37.6261805300,-122.4234320400,65.71,284.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277699000,37.6261805300,-122.4234320400,65.71,285.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277700000,37.6261805300,-122.4234320400,65.71,286.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277701000,37.6261805300,-122.4234320400,65.71,287.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277702000,37.6261805300,-122.4234320400,65.71,288.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277703000,37.6261805300,-122.4234320400,65.71,289.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277704000,37.6261805300,-122.4234320400,65.71,290.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277705000,37.6261805300,-122.4234320400,65.71,291.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277706000,37.6261805300,-122.4234320400,65.71,292.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277707000,37.6261805283,-122.4234320400,65.71,293.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277708000,37.6261805283,-122.4234320400,65.71,294.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277709000,37.6261805267,-122.4234320400,65.71,295.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277710000,37.6261805250,-122.4234320400,65.71,296.00,1.10,0.00,0.00,65.70
2020-09-04-US-SF-2,Mi8,1283277711000,37.6261805267,-122.4234320400,65.71,297.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277712000,37.6261805267,-122.4234320400,65.71,298.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277713000,37.6261805267,-122.4234320400,65.71,299.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277714000,37.6261805267,-122.4234320383,65.71,300.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277715000,37.6261805283,-122.4234320383,65.71,301.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277716000,37.6261805300,-122.4234320367,65.71,302.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277717000,37.6261805317,-122.4234320350,65.70,303.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277718000,37.6261805433,-122.4234320500,65.70,304.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277719000,37.6261805667,-122.4234320917,65.70,305.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277720000,37.6261805950,-122.4234321483,65.70,306.00,1.10,0.00,0.00,65.60
2020-09-04-US-SF-2,Mi8,1283277721000,37.6261807167,-122.4234321350,65.70,307.00,1.10,0.00,0.00,65.70
2020-09-04-US-SF-2,Mi8,1283277722000,37.6261807767,-122.4234322700,65.70,308.00,1.10,0.00,0.00,65.70
2020-09-04-US-SF-2,Mi8,1283277723000,37.6261808983,-122.4234323567,65.70,309.00,1.10,0.00,0.15,65.80
2020-09-04-US-SF-2,Mi8,1283277724000,37.6261834567,-122.4234216083,65.66,310.00,1.10,0.00,1.59,69.60
2020-09-04-US-SF-2,Mi8,1283277725000,37.6261837817,-122.4234028817,65.59,311.00,1.20,0.00,1.65,81.80
2020-09-04-US-SF-2,Mi8,1283277726000,37.6261817817,-122.4233871267,65.59,312.00,1.20,0.00,1.44,92.90
2020-09-04-US-SF-2,Mi8,1283277727000,37.6261774000,-122.4233721633,65.63,313.00,1.20,0.00,1.49,103.40
2020-09-04-US-SF-2,Mi8,1283277728000,37.6261700417,-122.4233589200,65.72,314.00,1.20,0.00,1.65,115.40
2020-09-04-US-SF-2,Mi8,1283277729000,37.6261553050,-122.4233420533,65.84,315.00,1.10,0.00,2.68,130.00
2020-09-04-US-SF-2,Mi8,1283277730000,37.6261318067,-122.4233226833,65.97,316.00,1.10,0.00,3.45,143.00
2020-09-04-US-SF-2,Mi8,1283277731000,37.6261045850,-122.4233029650,66.13,317.00,1.10,0.00,3.55,148.60
2020-09-04-US-SF-2,Mi8,1283277732000,37.6260763017,-122.4232832750,66.30,318.00,1.30,0.00,3.65,150.40
2020-09-04-US-SF-2,Mi8,1283277733000,37.6260470817,-122.4232634533,66.45,319.00,1.50,0.00,3.76,151.50
2020-09-04-US-SF-2,Mi8,1283277734000,37.6260175550,-122.4232442317,66.58,320.00,1.30,0.00,3.50,152.60
2020-09-04-US-SF-2,Mi8,1283277735000,37.6259916967,-122.4232263767,66.70,321.00,1.20,0.00,3.09,151.20
2020-09-04-US-SF-2,Mi8,1283277736000,37.6259663017,-122.4232071400,66.79,322.00,1.20,0.00,3.76,149.40
2020-09-04-US-SF-2,Mi8,1283277737000,37.6259315017,-122.4231815283,66.85,323.00,1.10,0.00,5.09,150.20
2020-09-04-US-SF-2,Mi8,1283277738000,37.6258881083,-122.4231533833,66.84,324.00,1.20,0.00,5.81,153.60
2020-09-04-US-SF-2,Mi8,1283277739000,37.6258365117,-122.4231270217,66.76,325.00,1.20,0.00,6.48,159.10
2020-09-04-US-SF-2,Mi8,1283277740000,37.6257800567,-122.4231061267,66.66,326.00,1.20,0.00,6.74,164.40
2020-09-04-US-SF-2,Mi8,1283277741000,37.6257191000,-122.4230893567,66.58,327.00,1.10,0.00,7.20,168.90
2020-09-04-US-SF-2,Mi8,1283277742000,37.6256530983,-122.4230805867,66.47,328.00,1.10,0.00,7.61,176.10
2020-09-04-US-SF-2,Mi8,1283277743000,37.6255827733,-122.4230836950,66.35,329.00,1.10,0.00,8.08,184.40
2020-09-04-US-SF-2,Mi8,1283277744000,37.6255096900,-122.4230984100,66.23,330.00,1.10,0.00,8.39,190.10
2020-09-04-US-SF-2,Mi8,1283277745000,37.6254341317,-122.4231153633,66.09,331.00,1.10,0.00,8.64,189.20
2020-09-04-US-SF-2,Mi8,1283277746000,37.6253559667,-122.4231257150,65.92,332.00,1.10,0.00,8.75,184.30
2020-09-04-US-SF-2,Mi8,1283277747000,37.6252765150,-122.4231247600,65.73,333.00,1.10,0.00,8.90,176.80
2020-09-04-US-SF-2,Mi8,1283277748000,37.6251955033,-122.4231069283,65.53,334.00,1.10,0.00,9.31,166.90
2020-09-04-US-SF-2,Mi8,1283277749000,37.6251140417,-122.4230716033,65.39,335.00,1.10,0.00,9.72,158.70
2020-09-04-US-SF-2,Mi8,1283277750000,37.6250312017,-122.4230248333,65.32,336.00,1.10,0.00,10.44,155.00
2020-09-04-US-SF-2,Mi8,1283277751000,37.6249436950,-122.4229719517,65.43,337.00,1.10,0.00,11.11,154.10
2020-09-04-US-SF-2,Mi8,1283277752000,37.6248503183,-122.4229142867,65.62,338.00,1.10,0.00,11.99,153.90
2020-09-04-US-SF-2,Mi8,1283277753000,37.6247498783,-122.4228527367,65.82,339.00,1.10,0.00,12.66,154.20
2020-09-04-US-SF-2,Mi8,1283277754000,37.6246475367,-122.4227919950,66.09,340.00,1.10,0.00,12.50,154.70
2020-09-04-US-SF-2,Mi8,1283277755000,37.6245461433,-122.4227302067,66.38,341.00,0.90,0.00,12.40,154.10
2020-09-04-US-SF-2,Mi8,1283277756000,37.6244479967,-122.4226719767,66.58,342.00,1.10,0.00,11.47,155.00
2020-09-04-US-SF-2,Mi8,1283277757000,37.6243580767,-122.4226197967,66.73,343.00,1.10,0.00,10.60,155.00
2020-09-04-US-SF-2,Mi8,1283277758000,37.6242737267,-122.4225684183,66.71,344.00,1.10,0.00,10.08,153.90
2020-09-04-US-SF-2,Mi8,1283277759000,37.6241969183,-122.4225211150,66.47,345.00,1.10,0.00,8.69,153.80
2020-09-04-US-SF-2,Mi8,1283277760000,37.6241328500,-122.4224806833,66.04,346.00,1.10,0.00,7.31,153.50
2020-09-04-US-SF-2,Mi8,1283277761000,37.6240820800,-122.4224504983,65.50,347.00,0.90,0.00,5.20,154.90
2020-09-04-US-SF-2,Mi8,1283277762000,37.6240386683,-122.4224257217,64.96,348.00,0.90,0.00,5.61,155.50
2020-09-04-US-SF-2,Mi8,1283277763000,37.6239900350,-122.4223994000,64.30,349.00,0.90,0.00,6.07,156.60
2020-09-04-US-SF-2,Mi8,1283277764000,37.6239394700,-122.4223732150,63.63,350.00,0.90,0.00,5.92,157.60
2020-09-04-US-SF-2,Mi8,1283277765000,37.6238938300,-122.4223517117,63.02,351.00,0.90,0.00,4.89,159.80
2020-09-04-US-SF-2,Mi8,1283277766000,37.6238526150,-122.4223361300,62.53,352.00,0.90,0.00,4.99,164.50
2020-09-04-US-SF-2,Mi8,1283277767000,37.6238089933,-122.4223353917,62.19,353.00,0.90,0.00,4.99,182.40
2020-09-04-US-SF-2,Mi8,1283277768000,37.6237691350,-122.4223591567,62.01,354.00,0.90,0.00,5.04,207.70
2020-09-04-US-SF-2,Mi8,1283277769000,37.6237363667,-122.4224049350,61.97,355.00,1.10,0.00,6.28,229.10
2020-09-04-US-SF-2,Mi8,1283277770000,37.6237031633,-122.4224720233,62.19,356.00,1.10,0.00,7.87,239.00
2020-09-04-US-SF-2,Mi8,1283277771000,37.6236650100,-122.4225550733,62.51,357.00,1.10,0.00,8.90,239.60
2020-09-04-US-SF-2,Mi8,1283277772000,37.6236203900,-122.4226438400,62.89,358.00,1.10,0.00,9.41,236.60
2020-09-04-US-SF-2,Mi8,1283277773000,37.6235744950,-122.4227279550,63.44,359.00,1.10,0.00,8.18,235.20
2020-09-04-US-SF-2,Mi8,1283277774000,37.6235407133,-122.4227931533,63.94,360.00,1.10,0.00,5.76,237.50
2020-09-04-US-SF-2,Mi8,1283277775000,37.6235190617,-122.4228451167,64.33,361.00,1.10,0.00,4.73,241.90
2020-09-04-US-SF-2,Mi8,1283277776000,37.6235047933,-122.4228896750,64.67,362.00,1.10,0.00,3.86,248.50
2020-09-04-US-SF-2,Mi8,1283277777000,37.6234996100,-122.4229271567,64.97,363.00,1.10,0.00,3.24,259.50
2020-09-04-US-SF-2,Mi8,1283277778000,37.6235036367,-122.4229683483,65.28,364.00,1.10,0.00,4.37,277.50
2020-09-04-US-SF-2,Mi8,1283277779000,37.6235230767,-122.4230130400,65.56,365.00,1.10,0.00,4.99,301.20
2020-09-04-US-SF-2,Mi8,1283277780000,37.6235617083,-122.4230538933,65.72,366.00,1.10,0.00,6.33,322.80
2020-09-04-US-SF-2,Mi8,1283277781000,37.6236174817,-122.4230932467,65.89,367.00,0.90,0.00,8.23,331.40
2020-09-04-US-SF-2,Mi8,1283277782000,37.6236912333,-122.4231418333,66.10,368.00,1.10,0.00,10.24,332.40
2020-09-04-US-SF-2,Mi8,1283277783000,37.6237798850,-122.4232000983,66.32,369.00,2.50,0.00,11.78,332.10
2020-09-04-US-SF-2,Mi8,1283277784000,37.6238791283,-122.4232653100,66.66,370.00,2.50,0.00,13.12,332.50
